ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
U98,small_airport,Idaho City US Forest Service Airport,3920,NA,US,US-ID,Idaho City,U98,,U98,"-115.850997925, 43.820701599100005"
U99,small_airport,Laidlaw Corrals Airport,4427,NA,US,US-ID,Kimama,U99,,U99,"-113.73400115966797, 43.03739929199219"
UA30,medium_airport,Batken Airport,3517,AS,KG,KG-B,Batken,UAFB,,,"70.83784, 40.042899"
UA34,small_airport,Chardara Airport,709,AS,KZ,KZ-YUZ,Shardara,UA34,,UA34,"67.97100067138672, 41.2765007019043"
UA36,small_airport,Lugovoy Airport,2130,AS,KZ,KZ-ZHA,Lugovoy,UA36,,XAAL,"72.726402, 42.973598"
UA66,small_airport,Chirchik Airport,2296,AS,UZ,UZ-TO,Chirchik,UA66,,UA66,"69.57540130615234, 41.51679992675781"
UAAA,large_airport,Almaty Airport,2234,AS,KZ,KZ-ALM,Almaty,UAAA,ALA,,"77.04049682617188, 43.35210037231445"
UAAH,medium_airport,Balkhash Airport,1446,AS,KZ,KZ-KAR,Balkhash,UAAH,BXH,,"75.00499725341797, 46.8932991027832"
UAAR,small_airport,Boralday Airport,2313,AS,KZ,KZ-ALM,Aima Ata,UAAR,BXJ,,"76.88369750976562, 43.35260009765625"
UAAT,small_airport,Ak Bashat Airport,,AS,KG,KG-C,Ak Bashat village,UAAT,,,"73.602004, 42.88958"
UABA,small_airport,Burana Airport,,AS,KG,KG-C,Burana village,UABA,,,"75.33263, 42.753693"
UACC,large_airport,Astana International Airport,1165,AS,KZ,KZ-AKM,Astana,UACC,TSE,,"71.46690368652344, 51.02220153808594"
UACK,medium_airport,Kokshetau Airport,900,AS,KZ,KZ-AKM,Kokshetau,UACK,KOV,,"69.594597, 53.329102"
UACP,medium_airport,Petropavlosk South Airport,453,AS,KZ,KZ-SEV,Petropavlosk,UACP,PPK,,"69.18389892578125, 54.77470016479492"
UACS,small_airport,Stepnogorsk Airport,1060,AS,KZ,KZ-AKM,Stepnogorsk,UACS,,,"71.8523, 52.326"
UADD,medium_airport,Taraz Airport,2184,AS,KZ,KZ-ZHA,Taraz,UADD,DMB,,"71.30359649658203, 42.853599548339844"
UAE,small_airport,Mount Aue Airport,4250,OC,PG,PG-JI,,AYAE,UAE,AUE,"144.664722222, -6.23416666667"
UAFG,small_airport,Cholpon-Ata Airport,5420,AS,KG,KG-Y,Cholpon-Ata,UAFG,,,"77.05670166019999, 42.6537017822"
UAFI,small_airport,Isfana Airport,4625,AS,KG,KG-B,Isfana,UAFI,,,"69.5688199997, 39.824737441299995"
UAFL,medium_airport,Issyk-Kul International Airport,5425,AS,KG,KG-Y,Tamchy,UCFL,IKU,IKU,"76.713046, 42.58792"
UAFM,large_airport,Manas International Airport,2058,AS,KG,KG-C,Bishkek,UCFM,FRU,,"74.4776000977, 43.0612983704"
UAFO,medium_airport,Osh Airport,2927,AS,KG,KG-O,Osh,UCFO,OSS,,"72.793296814, 40.6090011597"
UAFP,small_airport,Karakol Airport,5590,AS,KG,KG-Y,Karakol,UCFP,,,"78.4077987671, 42.508098602299995"
UAFZ,small_airport,Kazarman Airport,4298,AS,KG,KG-J,Kazarman,UAFZ,,,"74.044418335, 41.4102908129"
UAII,medium_airport,Shymkent Airport,1385,AS,KZ,KZ-YUZ,Shymkent,UAII,CIT,,"69.47889709472656, 42.364200592041016"
UAKD,medium_airport,Zhezkazgan Airport,1250,AS,KZ,KZ-KAR,Zhezkazgan,UAKD,DZN,,"67.733299, 47.708302"
UAKK,large_airport,Sary-Arka Airport,1765,AS,KZ,KZ-KAR,Karaganda,UAKK,KGF,,"73.33439636230469, 49.670799255371094"
UAOO,small_airport,Kzyl-Orda Southwest Airport,433,AS,KZ,KZ-KZY,Kzyl-Orda,UAOO,KZO,,"65.592499, 44.706902"
UARR,medium_airport,Uralsk Airport,125,AS,KZ,KZ-ZAP,Uralsk,UARR,URA,,"51.54309844970703, 51.15079879760742"
UASA,medium_airport,Ayaguz Airport,2119,AS,KZ,KZ-VOS,Ayaguz,UASA,,,"80.45279693603516, 47.91859817504883"
UASB,medium_airport,Ekibastuz Airport,621,AS,KZ,KZ-PAV,Ekibastuz,UASB,EKB,,"75.21499633789062, 51.590999603271484"
UASE,small_airport,Zaysan Airport,1877,AS,KZ,KZ-VOS,Zaysan,UASZ,SZI,,"84.887675, 47.487491"
UASK,medium_airport,Ust-Kamennogorsk Airport,939,AS,KZ,KZ-VOS,Ust Kamenogorsk,UASK,UKK,,"82.49420166015625, 50.036598205566406"
UASP,medium_airport,Pavlodar Airport,410,AS,KZ,KZ-PAV,Pavlodar,UASP,PWQ,,"77.07389831542969, 52.19499969482422"
UASS,medium_airport,Semipalatinsk Airport,761,AS,KZ,KZ-VOS,Semey,UASS,PLX,,"80.234398, 50.351295"
UATA,small_airport,Aralsk Airport,223,AS,KZ,KZ-KZY,Aralsk,UATA,,,"61.617000579833984, 46.83300018310547"
UATE,medium_airport,Aktau Airport,73,AS,KZ,KZ-MAN,Aktau,UATE,SCO,,"51.091999, 43.8601"
UATG,medium_airport,Atyrau Airport,-72,AS,KZ,KZ-ATY,Atyrau,UATG,GUW,,"51.8213996887207, 47.12189865112305"
UATR,medium_airport,Chelkar Airport,,AS,KZ,KZ-AKT,Chelkar,UATR,,,"59.619998931884766, 47.904998779296875"
UATT,medium_airport,Aktobe Airport,738,AS,KZ,KZ-AKT,Aktyubinsk,UATT,AKX,,"57.206699, 50.2458"
UAUR,small_airport,Arkalyk North Airport,1266,AS,KZ,KZ-KUS,Arkalyk,UAUR,AYK,,"66.95279693603516, 50.318599700927734"
UAUT,small_airport,Turgay Airport,445,AS,KZ,KZ-KUS,Turgay,UAUT,,,"63.4703, 49.632395"
UAUU,medium_airport,Kostanay West Airport,595,AS,KZ,KZ-KUS,Kostanay,UAUU,KSN,,"63.55030059814453, 53.20690155029297"
UB16,small_airport,Belokany Airport,935,AS,AZ,AZ-BAL,Belokany,,,,"46.35499954223633, 41.73500061035156"
UBBA,small_airport,Akstafa Airport,1085,AS,AZ,AZ-AGA,Akstafa,UBBA,,,"45.424800872802734, 41.122398376464844"
UBBB,large_airport,Heydar Aliyev International Airport,10,AS,AZ,AZ-BA,Baku,UBBB,GYD,,"50.04669952392578, 40.467498779296875"
UBBG,medium_airport,Ganja International Airport,1083,AS,AZ,AZ-GA,Ganja,UBBG,KVD,,"46.3176, 40.737701"
UBBL,small_airport,Lankaran International Airport,30,AS,AZ,AZ-LA,Lankaran,UBBL,LLK,,"48.8180007935, 38.746398925799994"
UBBN,medium_airport,Nakhchivan Airport,2863,AS,AZ,AZ-NX,Nakhchivan,UBBN,NAJ,,"45.45840072631836, 39.18880081176758"
UBBQ,medium_airport,Gabala International Airport,935,AS,AZ,AZ-QAB,Gabala,UBBQ,GBB,,"47.7125, 40.826667"
UBBY,small_airport,Zaqatala International Airport,1279,AS,AZ,AZ-ZAQ,Zaqatala,UBBY,ZTU,,"46.667221, 41.562222"
UBEE,small_airport,Yevlakh Airport,49,AS,AZ,AZ-YE,Yevlakh,UBEE,YLV,,"47.141899, 40.631901"
UBI,small_airport,Buin Airport,230,OC,PG,PG-NSB,Buin,AYUI,UBI,BUIN,"155.683333333, -6.72916666667"
UD21,small_airport,Yerevan Yegvard Airport,4416,AS,AM,AM-ER,Yerevan,UD21,,UD21,"44.56460189819336, 40.29410171508789"
UDLS,small_airport,Stepanavan Airport,4836,AS,AM,AM-LO,Stepanavan,UDLS,,,"44.337200164799995, 41.048500061"
UDSG,medium_airport,Gyumri Shirak Airport,5000,AS,AM,AM-SH,Gyumri,UDSG,LWN,,"43.859298706100006, 40.7504005432"
UDYE,medium_airport,Erebuni Airport,2948,AS,AM,AM-ER,Yerevan,UDYE,,,"44.465000152600005, 40.122100830099996"
UDYZ,large_airport,Zvartnots International Airport,2838,AS,AM,AM-ER,Yerevan,UDYZ,EVN,,"44.3959007263, 40.1473007202"
UEAT,small_airport,Chumpu-Kytyl Airport,1240,EU,RU,RU-SA,Tyubelyahe,UEAT,,,"143.167048, 65.371234"
UEBB,small_airport,Batagay Airport,696,AS,RU,RU-SA,Batagay,UEBB,BQJ,,"134.69500732422, 67.648002624512"
UEBG,small_airport,Lake Khaiyr Airport,115,EU,RU,RU-SA,Khayyr,UEBG,,,"133.5059, 70.8083"
UEBK,small_airport,Kular Airport,1100,EU,RU,RU-SA,Kular,UEBK,,,"134.509293, 70.59566"
UEBN,small_airport,Nizhneyansk Airport,20,AS,RU,RU-SA,Nizhneyansk,UEBN,,,"136.19000244140625, 71.43699645996094"
UEBS,small_airport,Sakkyryr Airport,1686,EU,RU,RU-SA,Batagay-Alyta,UEBS,SUK,,"130.394, 67.792"
UEBT,small_airport,Ust-Kuyga Airport,327,EU,RU,RU-SA,Ust-Kuyga,UEBT,UKG,,"135.645004, 70.011002"
UEBW,small_airport,Verkhoyansk Airport,,AS,RU,RU-SA,,UEBW,,,"133.3988037109375, 67.54309844970703"
UECT,small_airport,Talakan Airport,1329,EU,RU,RU-SA,Talakan Oil Field,UECT,TLK,,"111.044444, 59.876389"
UEDB,small_airport,Kulun-Elbyut Airport,,EU,RU,RU-SA,,UEDB,,,"142.727423, 66.794851"
UEDK,small_airport,Desku Airport,125,EU,RU,RU-SA,,UEDK,,,"144.51725, 68.363387"
UEEA,small_airport,Aldan Airport,2241,AS,RU,RU-SA,Aldan,UEEA,ADH,,"125.40899658203125, 58.60279846191406"
UEED,small_airport,Sebyan-Kyuyol Airport,,EU,RU,RU-SA,,UEED,,,"129.991865, 65.292822"
UEEE,medium_airport,Yakutsk Airport,325,AS,RU,RU-SA,Yakutsk,UEEE,YKS,,"129.77099609375, 62.093299865722656"
UEEG,small_airport,Chagda Airport,,EU,RU,RU-SA,,UEEG,,,"130.6071, 58.756895"
UEEJ,small_airport,Kobyay Airport,,EU,RU,RU-SA,,UEEJ,,,"126.512203, 63.568351"
UEEQ,small_airport,Sanyyakhtakh Airport,,EU,RU,RU-SA,,UEEQ,,,"124.04779, 60.58802"
UEEX,small_airport,Bel'kachi Airport,,EU,RU,RU-SA,,UEEX,,,"131.91988, 59.169249"
UEGT,small_airport,Sobolokh Airport,,EU,RU,RU-SA,,UEGT,,,"143.323603, 66.255869"
UEKG,small_airport,Kuberganya Airport,,EU,RU,RU-SA,,UEKG,,,"144.509096, 67.765668"
UEKO,small_airport,Delgey Airport,,EU,RU,RU-SA,,UEKO,,,"118.649383, 59.907533"
UEKU,small_airport,Kutana Airport,,EU,RU,RU-SA,,UEKU,,,"131.788731, 59.028719"
UEKY,small_airport,Keng-Kyuyol Airport,,EU,RU,RU-SA,Keng-Kyuyol,UEKY,,,"145.985126, 68.076828"
UELL,medium_airport,Chulman Airport,2812,AS,RU,RU-SA,Neryungri,UELL,NER,,"124.91400146484, 56.913898468018"
UELT,small_airport,Torgo Airport,,EU,RU,RU-SA,,UELT,,,"119.504728, 58.44634"
UEMA,medium_airport,Moma Airport,656,EU,RU,RU-SA,Khonuu,UEMA,MQJ,,"143.261551, 66.450861"
UEMC,small_airport,Khatyngnakh Airport,,EU,RU,RU-SA,,UEMC,,,"152.575679, 67.489845"
UEMD,small_airport,Chagda Airport,,EU,RU,RU-SA,,UEMD,,,"125.54296, 63.371467"
UEME,small_airport,Tyaya Airport,,EU,RU,RU-SA,,UEME,,,"125.985031, 63.689242"
UEMM,medium_airport,Magan Airport,577,EU,RU,RU-SA,Magan,UEMM,GYG,,"129.545288, 62.103484"
UEMN,small_airport,Syagannakh,,EU,RU,RU-SA,,UEMN,,,"143.619676, 68.372322"
UEMO,medium_airport,Olyokminsk Airport,656,EU,RU,RU-SA,Olyokminsk,UEMO,OLZ,,"120.471001, 60.397499"
UEMR,small_airport,Aryktakh Airport,,EU,RU,RU-SA,,UEMR,,,"125.255277, 63.561388"
UEMS,small_airport,Sangar Airport,200,EU,RU,RU-SA,Sangar,UEMS,,,"127.42, 63.9594"
UEMT,medium_airport,Ust-Nera Airport,1805,EU,RU,RU-SA,Ust-Nera,UEMT,USR,,"143.11500549316, 64.550003051758"
UEMU,small_airport,Ust-Maya Airport,561,EU,RU,RU-SA,Ust-Maya,UEMU,UMS,,"134.43499755859, 60.356998443604"
UENH,small_airport,Yatek Airport,,EU,RU,RU-SA,,UENH,,,"124.187007, 63.720041"
UENI,small_airport,Verkhnevilyuisk Airport,411,AS,RU,RU-SA,Verkhnevilyuisk,UENI,VHV,,"120.26916503906, 63.458057403564"
UENK,medium_airport,Kyzyl-Syr Airport,331,AS,RU,RU-SA,Kyzyl-Syr,UENK,,,"122.7770004272461, 63.8849983215332"
UENN,small_airport,Nyurba Airport,394,EU,RU,RU-SA,Nyurba,UENN,NYR,,"118.336998, 63.294998"
UENO,small_airport,Chapayevo Airport,,EU,RU,RU-SA,,UENO,,,"117.13872, 60.133212"
UENS,small_airport,Suntar Airport,452,AS,RU,RU-SA,Suntar,UENS,SUY,,"117.63500213623, 62.185001373291"
UENU,small_airport,Sayylyk Airport,333,EU,RU,RU-SA,,UENU,,,"123.846388, 63.852094"
UENW,medium_airport,Vilyuisk Airport,361,AS,RU,RU-SA,Vilyuisk,UENW,VYI,,"121.69333648682, 63.75666809082"
UEOA,small_airport,Macha Airport,,EU,RU,RU-SA,,UEOA,,,"117.597742, 59.900692"
UEOQ,small_airport,Tyanya Airport,,EU,RU,RU-SA,,UEOQ,,,"119.780331, 59.05574"
UEOT,small_airport,Tokko Airport,,EU,RU,RU-SA,,UEOT,,,"119.851098, 59.978294"
UEOU,small_airport,Uritskoye Airport,,EU,RU,RU-SA,,UEOU,,,"122.430611, 60.558207"
UEQC,small_airport,Ezhantsy Airport,,EU,RU,RU-SA,,UEQC,,,"135.146577, 60.480888"
UEQK,small_airport,Kyuptsy Airport,,EU,RU,RU-SA,,UEQK,,,"135.308905, 60.858792"
UEQN,small_airport,Allakh-Yun Airport,1940,EU,RU,RU-SA,Allakh-Yun,UEQN,,UEQN,"138.0313, 61.1431"
UERA,medium_airport,Aykhal Airport,,AS,RU,RU-SA,,UERA,,,"111.54650115967, 65.959197998047"
UERL,medium_airport,Lensk Airport,801,AS,RU,RU-SA,Lensk,UERL,ULK,,"114.825996399, 60.7206001282"
UERO,small_airport,Olenyok Airport,847,EU,RU,RU-SA,Olenyok,UERO,ONK,,"112.480003, 68.514999"
UERP,medium_airport,Polyarny Airport,1660,AS,RU,RU-SA,Yakutia,UERP,PYJ,,"112.029998779, 66.4003982544"
UERR,medium_airport,Mirny Airport,1156,AS,RU,RU-SA,Mirny,UERR,MJZ,,"114.03900146484375, 62.534698486328125"
UERS,medium_airport,Saskylakh Airport,,EU,RU,RU-SA,Saskylakh,UERS,SYS,,"114.08000183105, 71.92790222168"
UERT,small_airport,Vitim Airport,610,EU,RU,RU-SA,Vitim,UERT,,,"112.563004, 59.458"
UESA,small_airport,Andreshkino Airport,26,EU,RU,RU-SA,Andreshkino,UESA,,UESA,"154.4552, 69.1728"
UESC,small_airport,Berezovka Airport,,EU,RU,RU-SA,,UESC,,,"156.589766, 67.120183"
UESG,medium_airport,Belaya Gora Airport,118,EU,RU,RU-SA,Belaya Gora,UESG,BGN,,"146.231506, 68.556602"
UESH,small_airport,Argakhtakh Airport,,EU,RU,RU-SA,,UESH,,,"153.362222, 68.443333"
UESK,medium_airport,Srednekolymsk Airport,60,EU,RU,RU-SA,Srednekolymsk,UESK,SEK,,"153.7364, 67.4805"
UESL,small_airport,Sylgy-Ytar Airport,,EU,RU,RU-SA,,UESL,,,"154.838862, 67.848145"
UESO,medium_airport,Chokurdakh Airport,151,AS,RU,RU-SA,Chokurdah,UESO,CKH,,"147.90199279785156, 70.62310028076172"
UESR,small_airport,Tumat Airport,,EU,RU,RU-SA,,UESR,,,"139.235833, 70.72611"
UESS,medium_airport,Cherskiy Airport,20,AS,RU,RU-SA,Cherskiy,UESS,CYX,,"161.33799743652344, 68.7406005859375"
UEST,medium_airport,Tiksi Airport,26,AS,RU,RU-SA,Tiksi,UEST,IKS,,"128.90299987793, 71.697700500488"
UESU,medium_airport,Zyryanka Airport,140,AS,RU,RU-SA,Zyryanka,UESU,ZKP,,"150.8889, 65.7485"
UESV,small_airport,Svatay Airport,,EU,RU,RU-SA,,UESV,,,"151.79625, 68.057338"
UESX,small_airport,Aleko-Kyuyol Airport,,EU,RU,RU-SA,,UESX,,,"151.873798, 68.676693"
UESY,small_airport,Abby Airport,,EU,RU,RU-SA,,UESY,,,"145.094419, 68.400997"
UESZ,small_airport,Kazachye Airport,,EU,RU,RU-SA,,UESZ,,,"136.179271, 70.746294"
UEWD,small_airport,Dzhargalakh Airport,1400,AS,RU,RU-SA,Dzhargalakh,UEWD,,,"130.5319, 67.2672"
UEWO,small_airport,Kudu-Kyuyol Airport,,EU,RU,RU-SA,,UEWO,,,"121.334896, 59.460858"
UEYR,small_airport,Sasyr Airport,,EU,RU,RU-SA,Sasyr,UEYR,,,"147.073803, 65.162269"
UG26,small_airport,Kutaisi West Airport,384,AS,GE,GE-IM,Kutaisi,,,,"42.624698638916016, 42.248600006103516"
UGB,small_airport,Ugashik Bay Airport,132,NA,US,US-AK,Pilot Point,UGB,UGB,UGB,"-157.740005493, 57.4253997803"
UGEJ,medium_airport,Dzhermuk Airport,,AS,AM,AM-VD,Dzhermuk,UGEJ,,,"45.673999786399996, 39.8240013123"
UGKO,medium_airport,Kopitnari Airport,223,AS,GE,GE-IM,Kutaisi,UGKO,KUT,,"42.4826011658, 42.176700592"
UGMM,small_airport,Mukhrani Airport,1807,AS,GE,GE-MM,,UGMM,,,"44.566, 41.916"
UGMS,small_airport,Mestia Queen Tamar Airport,4778,EU,GE,GE-SZ,Mestia,UGMS,,,"42.749012, 43.053597"
UGSB,medium_airport,Batumi International Airport,105,AS,GE,GE-AJ,Batumi,UGSB,BUS,,"41.5997009277, 41.6102981567"
UGSS,medium_airport,Sukhumi Dranda Airport,53,AS,GE,GE-AB,Sukhumi,UGSS,SUI,,"41.128101348899996, 42.8582000732"
UGTB,large_airport,Tbilisi International Airport,1624,AS,GE,GE-TB,Tbilisi,UGTB,TBS,,"44.95470047, 41.6692008972"
UHAC,small_airport,Chuvanskoye Airport,644,EU,RU,RU-CHU,Chuvanskoye,UHAC,,UHAC,"167.952484, 65.172163"
UHAR,small_airport,Krasneno Airport,52,EU,RU,RU-CHU,Krasneno,UHAR,,UHAR,"174.781866, 64.630631"
UHAW,small_airport,Vayegi Airport,131,EU,RU,RU-CHU,Vayegi,UHAW,,UHAW,"171.057887, 64.167442"
UHBA,small_airport,Arkhara Airport,420,EU,RU,RU-AMU,Arkhara,UHBA,,,"130.0673, 49.4165"
UHBB,medium_airport,Ignatyevo Airport,638,AS,RU,RU-AMU,Blagoveschensk,UHBB,BQS,,"127.41200256347656, 50.42539978027344"
UHBE,small_airport,Zeya Airport,,AS,RU,RU-AMU,Zeya,UHBE,,,"127.0907974243164, 53.69049835205078"
UHBI,small_airport,Magdagachi Airport,1211,EU,RU,RU-AMU,Magdagachi,UHBI,GDG,,"125.794998, 53.473301"
UHBN,small_airport,Novokievsky Uval Airport,591,EU,RU,RU-AMU,Novokievsky Uval,UHBN,,UHBN,"128.9329, 51.6603"
UHBO,small_airport,Oktyabrskiy Airport,1070,EU,RU,RU-AMU,,UHBO,,,"128.662691, 53.004403"
UHBP,small_airport,Ekimchan Airport,1781,AS,RU,RU-AMU,Ekimchan,UHBP,,,"132.9510040283203, 53.07609939575195"
UHBS,small_airport,Svobodny Airport,600,AS,RU,RU-AMU,Svobodny,UHBS,,,"128.09832763671875, 51.45500183105469"
UHBW,small_airport,Tynda Airport,2001,EU,RU,RU-AMU,Tynda,UHBW,TYD,,"124.778999, 55.284199"
UHBX,small_airport,Gornyy Airport,1363,EU,RU,RU-AMU,Gornyy,UHBX,,UHBX,"128.455903, 54.653452"
UHDW,small_airport,Vankarem Airport,3,EU,RU,RU-CHU,Vankarem,UHDW,,,"-175.8494283, 67.838719"
UHHH,large_airport,Khabarovsk-Novy Airport,244,AS,RU,RU-KHA,Khabarovsk,UHHH,KHV,,"135.18800354004, 48.52799987793"
UHHO,small_airport,Troitskoye Airport,93,EU,RU,RU-KHA,Troitskoye,UHHO,,,"136.571033, 49.444833"
UHHT,small_airport,Khabarovsk Airport,262,EU,RU,RU-KHA,Khabarovsk,UHHT,,,"135.1529998779297, 48.525001525878906"
UHHY,small_airport,Chumikan Airport,,AS,RU,RU-KHA,Chumikan,UHHY,,,"135.28599548339844, 54.69599914550781"
UHJI,small_airport,Icha Airport,,AS,RU,RU-KAM,Ichinskiy,,,,"155.619003296, 55.5954017639"
UHKD,medium_airport,Dzemgi Airport,89,AS,RU,RU-KHA,Komsomolsk-na-Amur,UHKD,,,"137.08099365234375, 50.60559844970703"
UHKK,medium_airport,Komsomolsk-on-Amur Airport,92,AS,RU,RU-KHA,Komsomolsk-on-Amur,UHKK,KXK,,"136.9340057373047, 50.409000396728516"
UHKM,medium_airport,Maygatka Airport.,768,AS,RU,RU-KHA,Sovetskaya Gavan,UHKM,GVN,,"140.033996582, 48.926998138399995"
UHMA,medium_airport,Ugolny Airport,194,EU,RU,RU-CHU,Anadyr,UHMA,DYR,,"177.740997, 64.734902"
UHMD,medium_airport,Provideniya Bay Airport,72,EU,RU,RU-CHU,Chukotka,UHMD,PVS,,"-173.2429962158203, 64.37809753417969"
UHME,small_airport,Zaliv Kresta,,EU,RU,RU-CHU,Egvekinot,UHME,,,"-179.10769653320312, 66.3583984375"
UHMF,medium_airport,Omsukchan Airport,1732,EU,RU,RU-MAG,Omsukchan,UHMF,,,"155.7449951171875, 62.457000732421875"
UHMG,medium_airport,Chaybukha Airport,207,AS,RU,RU-MAG,Chaybukha,UHMG,,,"160.54800415039062, 61.834999084472656"
UHMI,small_airport,Mys Shmidta Airport,20,EU,RU,RU-CHU,Mys Shmidta,UHMI,,,"-179.3730010986328, 68.86830139160156"
UHMK,medium_airport,Keperveem Airport,623,EU,RU,RU-CHU,Keperveem,UHMK,KPW,,"166.139999, 67.845001"
UHML,small_airport,Lavrentiya Airport,30,EU,RU,RU-CHU,Lavrentiya,UHML,,,"-170.99667358398438, 65.58000183105469"
UHMM,medium_airport,Sokol Airport,574,AS,RU,RU-MAG,Magadan,UHMM,GDX,,"150.72000122070312, 59.9109992980957"
UHMN,small_airport,Omolon Airport,,AS,RU,RU-CHU,Omolon,UHMN,,,"160.5399932861328, 65.23999786376953"
UHMO,small_airport,Markovo Airport,,EU,RU,RU-CHU,Markovo,UHMO,KVM,,"170.417007, 64.667"
UHMP,medium_airport,Pevek Airport,11,AS,RU,RU-CHU,Pevek,UHMP,PWE,,"170.59700012207, 69.783302307129"
UHMR,small_airport,Beringovskiy Airport,3,AS,RU,RU-CHU,Beringovsky,UHMR,,,"179.29299926757812, 63.02000045776367"
UHMS,medium_airport,Seymchan Airport,679,AS,RU,RU-MAG,Seymchan,UHMS,,,"152.4227752685547, 62.920780181884766"
UHMT,medium_airport,Magadan-13 Airport,164,AS,RU,RU-MAG,Magadan,UHMT,,,"150.9219970703125, 59.62329864501953"
UHMW,medium_airport,Severo-Evensk Airport,,AS,RU,RU-MAG,Evensk,UHMW,,,"159.22999572753906, 61.92166519165039"
UHMZ,small_airport,Wrangel Island Airport,112,EU,RU,RU-CHU,Wrangel Island,UHMZ,,UHMZ,"-179.5, 70.945356"
UHNA,small_airport,Munuk Airport,15,AS,RU,RU-KHA,Ayan,UHNA,,,"138.0449, 56.4321"
UHNB,small_airport,Bogorodskoye Airport,,EU,RU,RU-KHA,Bogorodskoye,UHNB,BQG,,"140.448, 52.38"
UHNN,medium_airport,Nikolayevsk-na-Amure Airport,170,EU,RU,RU-KHA,Nikolayevsk-na-Amure Airport,UHNN,NLI,,"140.649994, 53.154999"
UHOA,small_airport,Arka Airport,749,EU,RU,RU-KHA,Arka,UHOA,,UHOA,"142.3015, 60.1012"
UHOO,medium_airport,Okhotsk Airport,,AS,RU,RU-KHA,Okhotsk,UHOO,OHO,,"143.05650329589844, 59.410064697265625"
UHPA,small_airport,Ust-Pakhachi Airport,10,AS,RU,RU-KAM,Ust-Pakhachi,UHPA,,,"169.11000061035156, 60.55670166015625"
UHPD,small_airport,Ossora Airport,13,EU,RU,RU-KAM,Ossora,UHPD,,,"163.0664, 59.2236"
UHPG,small_airport,Tigil Airport,430,EU,RU,RU-KAM,Tigil,UHPG,,,"158.72999572753906, 57.784000396728516"
UHPH,small_airport,Khalaktyrka Airport,,EU,RU,RU-KAM,Petropavlovsk-Kamchatskiy,UHPH,,,"158.7209930419922, 53.025001525878906"
UHPK,small_airport,Ust-Kamchatsk Airport,200,AS,RU,RU-KAM,Ust-Kamchatsk,UHPK,,,"162.68800354003906, 56.23860168457031"
UHPL,medium_airport,Palana Airport,112,AS,RU,RU-KAM,Palana,UHPL,,,"159.88800048828125, 59.08169937133789"
UHPM,small_airport,Milkovo Airport,410,AS,RU,RU-KAM,Milkovo,UHPM,,,"158.5485076904297, 54.680580139160156"
UHPP,medium_airport,Yelizovo Airport,131,AS,RU,RU-KAM,Petropavlovsk-Kamchatsky,UHPP,PKC,,"158.45399475097656, 53.16790008544922"
UHPT,small_airport,Tilichiki Airport,7,AS,RU,RU-KAM,Tilichiki,UHPT,,,"166.0260009765625, 60.3828010559082"
UHPU,small_airport,Ust-Khayryuzovo Airport,,EU,RU,RU-KAM,Ust-Khayryuzovo,UHPU,,,"156.73500061035156, 57.099998474121094"
UHPX,small_airport,Nikolskoye Airport,49,AS,RU,RU-KAM,Nikolskoye,UHPX,,,"166.04833984375, 55.1783332824707"
UHSB,small_airport,Burevestnik Airport,79,EU,RU,RU-SAK,Iturup Island,UHSB,BVV,,"147.621994, 44.919998"
UHSH,small_airport,Okha Airport,115,AS,RU,RU-SAK,Okha,UHSH,OHH,,"142.88999939, 53.5200004578"
UHSI,small_airport,Iturup Airport,387,EU,RU,RU-SAK,Kurilsk,UHSI,ITU,,"147.95549, 45.256389"
UHSK,small_airport,Shakhtyorsk Airport,50,EU,RU,RU-SAK,Shakhtersk,UHSK,EKS,,"142.082993, 49.1903"
UHSM,small_airport,Mendeleyevo Airport,584,AS,RU,RU-SAK,Kunashir Island,UHSM,DEE,,"145.682998657, 43.9584007263"
UHSO,small_airport,Zonalnoye Airport,479,AS,RU,RU-SAK,Tymovskoye,UHSO,ZZO,,"142.761001587, 50.6692008972"
UHSS,medium_airport,Yuzhno-Sakhalinsk Airport,59,AS,RU,RU-SAK,Yuzhno-Sakhalinsk,UHSS,UUS,,"142.71800231933594, 46.88869857788086"
